wavelength_nm,mua
500,111.83946886266627
501,114.45354928255024
502,117.04384794290189
503,119.6422429477278
504,122.24822702313756
505,124.85370382465699
506,127.45260610337326
507,130.04544113317678
508,132.65698518360895
509,135.3319041123358
510,138.17015313387094
511,141.2372874449914
512,144.40597281468067
513,147.5376554196718
514,150.64179249549048
515,153.75538680683474
516,156.87761217630023
517,159.99901136836112
518,163.11343185711002
519,166.22169981995143
520,169.3492515379197
521,172.56817882687614
522,176.11258553835788
523,180.14788406794415
524,184.40270895170403
525,188.5770170481465
526,192.69283236505018
527,196.83040364383828
528,200.98081141124334
529,205.12229970538084
530,209.27093482458952
531,213.43670842571316
532,217.5674913393945
533,221.6177322189416
534,225.6303118345268
535,229.65655521782514
536,233.69313232965905
537,237.72369894337402
538,241.73450915326174
539,245.72889299849987
540,249.7758859768645
541,253.92944087818185
542,258.1174742018817
543,262.2736309091293
544,266.4805060984284
545,270.7726568451728
546,274.8435379949753
547,278.3853958982711
548,281.4267451545646
549,284.06505512082913
550,286.3373459348447
551,288.2713926348721
552,289.9184390802891
553,291.29775477108103
554,292.2772429485459
555,292.6904000188342
556,292.38446130619394
557,291.37894429379674
558,290.3687561824109
559,289.7881098366143
560,288.3530510586278
561,284.8727877435608
562,280.2473432204362
563,275.6320096578557
564,271.11233914882365
565,266.5227541142063
566,261.7628983619149
567,256.7847462241217
568,251.6843727429995
569,246.59161915899054
570,241.6272907956137
571,236.88294473658038
572,232.34218102329385
573,227.95388626470637
574,223.63605038227334
575,219.3085768127082
576,214.92991974125275
577,210.50944880914514
578,206.22164473307927
579,202.22652961301446
580,198.46118000651444
581,194.82107517525057
582,191.2582507397195
583,187.71715385715626
584,184.05532147292442
585,180.1588182464787
586,176.11472990551079
587,171.86770163479667
588,166.5915953792123
589,159.63857340056674
590,151.84478246830145
591,144.16475462082389
592,136.54257846477375
593,128.76772634758592
594,121.02164901164404
595,113.51036355101576
596,106.14617407155558
597,98.79721832129206
598,91.44868160516283
599,84.34908735378538
600,78.68326394358763
601,75.33261844532227
602,73.02856776123022
603,70.3447741642814
604,67.37387157887282
605,64.4958709637554
606,61.72131976366837
607,58.97018221123833
608,56.169553204653056
609,53.30968943685562
610,50.62636411424961
611,48.30157701755415
612,46.05671771129032
613,43.670487467337
614,41.611444603202735
615,40.312593989379664
616,39.374869662664715
617,38.31389859779629
618,37.13615035497372
619,35.964603626456366
620,34.89743104728272
621,33.99624671435996
622,33.201236629290804
623,32.434331599095735
624,31.665869747770927
625,30.88758141660717
626,30.12835849909809
627,29.420275284294615
628,28.770974091273953
629,28.175419111119172
630,27.60229399291037
631,27.02144056246424
632,26.433613894546777
633,25.8586043666307
634,25.361430318066414
635,24.98931688913543
636,24.67308846196603
637,24.3353965860783
638,23.98260223871267
639,23.63616886858748
640,23.294260382612283
641,22.95078384944077
642,22.605918526511896
643,22.261232461021958
644,21.91757667041151
645,21.578176080096917
646,21.256468277153715
647,20.962216861548516
648,20.680276823153168
649,20.393806392036836
650,20.10408536915262
651,19.815644147221505
652,19.52789391515208
653,19.23955487199124
654,18.951702461151527
655,18.66492549372438
656,18.37551100715099
657,18.082383558018815
658,17.79931955315044
659,17.539306343041208
660,17.29732320264234
661,17.064525769583067
662,16.834783207748714
663,16.60381504966208
664,16.372028776139793
665,16.140649983434116
666,15.909488781246164
667,15.678164493348719
668,15.446948786352534
669,15.216004745967103
670,14.984408791458907
671,14.751889256217192
672,14.521868796565284
673,14.298675176092019
674,14.086562264514257
675,13.887441518801664
676,13.693928638807147
677,13.498365571958521
678,13.30129501310004
679,13.104767149085806
680,12.908661387392934
681,12.712435033177178
682,12.516027761685825
683,12.319586970031187
684,12.123608572694014
685,11.928126089837596
686,11.730974946986903
687,11.531632425071773
688,11.3383413212798
689,11.160128184975486
690,11.00038905797319
691,10.85862766942539
692,10.724409005387143
693,10.587528658333445
694,10.448643389516397
695,10.310414881951447
696,10.172663336930356
697,10.034705188611605
698,9.896683284344311
699,9.758589790710827
700,9.618987738035894
701,9.476742509162161
702,9.333358033261526
703,9.190512521313961
704,9.047942765202455
705,8.905109800973944
706,8.762313060428088
707,8.621343613278373
708,8.489120685140891
709,8.370678957508975
710,8.258386779482318
711,8.14374345466952
712,8.027438437108449
713,7.911822873585245
714,7.796704531449874
715,7.681420761253885
716,7.565970625791302
717,7.45051955312275
718,7.335236720132729
719,7.2205519374578
720,7.107933801918895
721,6.998338929386814
722,6.889637225747493
723,6.779931220749415
724,6.6713406495760905
725,6.56484300899687
726,6.452829636689395
727,6.326399236348912
728,6.180066134832789
729,6.021653431178676
730,5.908803689983261
731,5.887691951116611
732,5.90880368998326
733,5.914308709860637
734,5.90880368998326
735,5.907600498856867
736,5.906444886115003
737,5.900177276145495
738,5.8995829112255285
739,5.920388405989905
740,5.982141046614515
741,6.094963170563536
742,6.227456648913223
743,6.348896681702882
744,6.47277225121193
745,6.618767880791068
746,6.787136475835968
747,6.970125236201381
748,7.147390157533371
749,7.313263807375035
750,7.5333762450663
751,7.847853261947166
752,8.123506085561088
753,8.23543970937819
754,8.265248754371791
755,8.315430738121687
756,8.365605137130352
757,8.377681179040154
758,8.365605137130354
759,8.346916248420802
760,8.30148855925683
761,8.209076717847353
762,8.086622970530165
763,7.95637083352349
764,7.8245813044383645
765,7.693048544935986
766,7.5616818914853825
767,7.430010137788503
768,7.297924731671213
769,7.165462727485657
770,7.032880951565271
771,6.900395174441839
772,6.767837171459325
773,6.635110943820766
774,6.502793391353378
775,6.371052738713206
776,6.237749611247434
777,6.102762787148847
778,5.976351255301521
779,5.866953468870093
780,5.765345527450188
781,5.66081276413773
782,5.554339799598852
783,5.448851455726104
784,5.343334071747519
785,5.236803026996962
786,5.132328343896183
787,5.033470119211292
788,4.941694103997975
789,4.856985999027457
790,4.775505649643519
791,4.693240868796335
792,4.609317195289065
793,4.524519060584956
794,4.443128740934609
795,4.369478489569008
796,4.304602622853346
797,4.247730265749997
798,4.194167714475868
799,4.13939605604221
800,4.083518369383096
801,4.029566473738075
802,3.9876651576457514
803,3.9651898226179974
804,3.9514253527607153
805,3.93437063827646
806,3.914971111160384
807,3.8965170160394584
808,3.8787313062753475
809,3.8609097911776074
810,3.8442069951126796
811,3.829677297811849
812,3.8161157854088943
813,3.802153496822077
814,3.7880245757051085
815,3.7741029936524386
816,3.759718929286028
817,3.744665043541577
818,3.7316277195822414
819,3.723260318402552
820,3.7191903900950707
821,3.718152194735475
822,3.7183326432338855
823,3.7181742550600756
824,3.717689333087997
825,3.7172167139898695
826,3.716831586226813
827,3.716521646924874
828,3.7161882760809246
829,3.715756285233846
830,3.7153305292197403
831,3.715009628041738
832,3.714687219073852
833,3.714258447479978
834,3.7138294722126677
835,3.713506655897907
836,3.7131861620667803
837,3.712761831766736
838,3.7123284152055964
839,3.7119897488522775
840,3.711685105059707
841,3.7113197336200616
842,3.710827358198523
843,3.7101882926739305
844,3.7095407379067473
845,3.7090045794106152
846,3.708468554330267
847,3.7078212663946495
848,3.7071819340384904
849,3.7066618201170565
850,3.706109750462011
851,3.705406506638628
852,3.704823130170233
853,3.7045107952251657
854,3.7037509465937535
855,3.7022725427526715
856,3.702464326301976
857,3.7063850819219377
858,3.7121139784902994
859,3.7173426871752424
860,3.722192504109215
861,3.7272172263544605
862,3.7322710297281305
863,3.73715220432954
864,3.742135118631749
865,3.7473924014070197
866,3.7522136442506646
867,3.756351283279036
868,3.7622921698695806
869,3.772167355665821
870,3.7839502781144834
871,3.7952076950169458
872,3.80603725978998
873,3.8170180871586097
874,3.8281242414654746
875,3.839204460114978
876,3.8502112231409713
877,3.861170466200815
878,3.8722982048164645
879,3.883641958954071
880,3.8943851864919603
881,3.9038293892987634
882,3.912612307292127
883,3.92152367800431
884,3.9306249913769964
885,3.939787794691365
886,3.948852112177163
887,3.957756453892704
888,3.9668647962620334
889,3.9764979425918776
890,3.9863785373539753
891,3.9961694087136945
892,4.005892278445918
893,4.015636869953026
894,4.0254060195378605
895,4.035178005425538
896,4.044919760629802
897,4.05462844884781
898,4.064433501721744
899,4.074394790827277
900,4.084161679528984
901,4.093283081111737
902,4.10131661675267
903,4.1080500267095506
904,4.114182819670435
905,4.120452224941723
906,4.126834585872902
907,4.133166485564155
908,4.139486352075371
909,4.145871451235887
910,4.152352554993135
911,4.158864430697809
912,4.165004321195603
913,4.17012494898261
914,4.172938479661558
915,4.172641463863213
916,4.171008549223893
917,4.169944075697347
918,4.169293055501526
919,4.168487047523652
920,4.16736312506386
921,4.166076275904198
922,4.16564763134149
923,4.166213313486196
924,4.163503264188531
925,4.153869502389292
926,4.14055853565185
927,4.1278940313048125
928,4.1176138071151716
929,4.109098205281938
930,4.0948835152937875
931,4.068326679521329
932,4.032911304573223
933,3.9939567338078312
934,3.953998593344269
935,3.9144853210256843
936,3.8753003188306097
937,3.8359987186140687
938,3.7963876076016554
939,3.756556779225424
940,3.7174748963727016
941,3.679361676407309
942,3.6385621851437464
943,3.5917757604158433
944,3.540993479684034
945,3.489039334862043
946,3.436777236050143
947,3.384548105066743
948,3.332560992416253
949,3.280809734859583
950,3.228559185497658
951,3.175975558077837
952,3.1275594925932078
953,3.086941031599342
954,3.0499334016560296
955,3.011687503107828
956,2.9725217474341483
957,2.9337012078292903
958,2.8951100932122658
959,2.856376382924841
960,2.817484002275088
961,2.7785755469334057
962,2.740072348053206
963,2.7011327334652315
964,2.655584282226554
965,2.5987705380566637
966,2.537429652098418
967,2.478645401334754
968,2.419489458685578
969,2.357431993545719
970,2.301549265272739
971,2.260076909650309
972,2.226281978203818
973,2.1917851309004157
974,2.1565900457325937
975,2.122100918799858
976,2.08694100060443
977,2.049503698706982
978,2.010043994499259
979,1.969300688251032
980,1.9280862819131
981,1.8870544696747862
982,1.846150012998471
983,1.8051903177845379
984,1.7641923004123126
985,1.723208518960472
986,1.682234587826154
987,1.6412562710889727
988,1.6002768752399952
989,1.5593007858820849
990,1.5183191626538366
991,1.477328699064183
992,1.436361450067678
993,1.3954289364846684
994,1.3544251811530492
995,1.3133154486593255
996,1.2724674685668902
997,1.2319845375789071
998,1.1905097559807316
999,1.1476780746679114
1000,1.108552043394573
1001,1.0779713358268834
1002,1.054456522420591
1003,1.035421660838155
1004,1.0201738607792918
1005,1.0083678051648142
1006,0.9991554177626629
1007,0.9915924286961181
1008,0.9848525526626911
1009,0.9782660820307596
1010,0.9716716352779374
1011,0.9650425864159067
1012,0.9583830054833888
1013,0.9517025834729773
1014,0.9450027991657172
1015,0.9382836284036283
1016,0.9315472474841844
1017,0.9247962354161566
1018,0.918032581598054
1019,0.911258167522219
1020,0.9044750326665876
1021,0.8976852454224656
1022,0.8908908318490474
1023,0.8840938102582128
1024,0.8772962103046967
1025,0.8705000637191205
1026,0.8637073991927975
1027,0.8569202448608076
1028,0.8501406296726122
1029,0.8433705827267136
1030,0.8366121329034032
1031,0.8298673090430351
1032,0.8231381400444329
1033,0.8164266548171216
1034,0.8097348822549638
1035,0.8030648512489517
1036,0.7964185906942578
1037,0.7897981294868353
1038,0.7832054965215782
1039,0.7766427206931302
1040,0.770111830896187
1041,0.7636148560256693
1042,0.757153824977347
1043,0.7507307666463391
1044,0.7443477099243202
1045,0.7380066837053363
1046,0.731709716896369
1047,0.7254588383955595
1048,0.7192560770527553
1049,0.7131034617507904
1050,0.7070030215527426
1051,0.7009567853985805
1052,0.6949667815555932
1053,0.6890350387505182
1054,0.6831635882205689
1055,0.6773544594882717
1056,0.6716096727069324
1057,0.6659312544291531
1058,0.6603212661739463
1059,0.6547817450787388
1060,0.6493145957882085
1061,0.6439214085723336
1062,0.6386026486950379
1063,0.6333585225882762
1064,0.6281893263621765
1065,0.6230953725391121
1066,0.6180769496122617
1067,0.6131343416771562
1068,0.6082678392679298
1069,0.6034777340970634
1070,0.5987643161518185
1071,0.5941278751037202
1072,0.5895687010865645
1073,0.5850870843187485
1074,0.5806833148948045
1075,0.5763576828865961
1076,0.572110478399176
1077,0.567941991543671
1078,0.5638525124223152
1079,0.5598423311357149
1080,0.5559117377868594
1081,0.5520610224791743
1082,0.5482904753154461
1083,0.5446003863983448
1084,0.5409910458307114
1085,0.5374627437154186
1086,0.5340157701552929
1087,0.5306504152531523
1088,0.5273669691118272
1089,0.5241657218341502
1090,0.5210469635229512
1091,0.5180109842810589
1092,0.5150580742113022
1093,0.5121885234165106
1094,0.5094026219995167
1095,0.5067006600631512
1096,0.5040829277102321
1097,0.5015497150435861
1098,0.4991013121660851
1099,0.4967380091805701
1100,0.4944600961897127
1101,0.4922678632963
1102,0.4901616006037518
1103,0.4881415982150556
1104,0.4862081462308394
1105,0.48436153475334287
1106,0.48260205389361244
1107,0.4809299937566795
1108,0.4793456444147081
1109,0.47784929596231124
1110,0.4764412386167631
1111,0.47512176251155896
1112,0.4738911573224144
1113,0.47274971303771435
1114,0.4716977213542989
1115,0.47073547280211187
1116,0.4698632515350539
1117,0.4690813460619439
1118,0.4683900686873158
1119,0.46778971546292797
1120,0.46728049363372176
1121,0.4668626711008224
1122,0.46653684719690924
1123,0.46630335707435033
1124,0.466161147732715
1125,0.46610815239303793
1126,0.4661396373150124
1127,0.4662503186381316
1128,0.4664353789824273
1129,0.46669008633979553
1130,0.4670095837090484
1131,0.467388991213676
1132,0.46782346246896445
1133,0.4683081572196241
1134,0.4688382262362651
1135,0.46940881864712336
1136,0.47001508598503833
1137,0.47065218022292166
1138,0.47131525268937385
1139,0.47199945459507797
1140,0.47269993732335996
1141,0.4734118522891418
1142,0.4741303508610858
1143,0.4748505843993882
1144,0.4755677042766404
1145,0.4762768618677023
1146,0.47697320854411246
1147,0.47765189567680194
1148,0.47830807463759123
1149,0.47893689679846396
1150,0.47953351353116525
1151,0.4800930762073968
1152,0.48061073619892364
1153,0.481081644877523
1154,0.481500953614955
1155,0.4818638137829767
1156,0.4821653767533486
1157,0.4824007938978328
1158,0.48256521658819335
1159,0.4826537961961921
1160,0.48266168409357796
1161,0.48258403165210906
1162,0.48241599024359133
1163,0.48215271123979775
1164,0.48178934601232265
1165,0.4813210459328825
1166,0.48074296237386055
1167,0.48005024670718444
1168,0.4792380503022938
1169,0.47830152453032804
1170,0.47723582077171167
1171,0.4760360904005276
1172,0.47469748475620305
1173,0.47321515520183555
1174,0.47158425322985664
1175,0.4697999302443611
1176,0.46785733716676137
1177,0.4657516252481478
1178,0.46347794754100624
1179,0.4610314558674465
1180,0.4584072953266803
1181,0.455600615609744
1182,0.4526065914978719
1183,0.44942038063537426
1184,0.44603704702867075
1185,0.4424517186400495
1186,0.438659872893165
1187,0.43465674852511976
1188,0.43043628006544415
1189,0.4259934013774736
1190,0.42132834786733686
1191,0.41644595307949156
1192,0.4113641415689183
1193,0.40610359160652904
1194,0.4006829053164364
1195,0.3951203048615004
1196,0.3894345687063685
1197,0.38364457712604716
1198,0.37776906133519217
1199,0.37182672526827565
1200,0.365836312799385
1201,0.3598165751129841
1202,0.35378625269542496
1203,0.34776408407173953
1204,0.3417688106197892
1205,0.3358191742523411
1206,0.329933916168955
1207,0.32413177739088894
1208,0.31843149893940065
1209,0.31843149893940065
1210,0.31843149893940065
1211,0.31843149893940065
1212,0.31843149893940065
1213,0.31843149893940065
1214,0.31843149893940065
1215,0.31843149893940065
1216,0.31843149893940065
1217,0.31843149893940065
1218,0.31843149893940065
1219,0.31843149893940065
1220,0.31843149893940065
1221,0.31843149893940065
1222,0.31843149893940065
1223,0.31843149893940065
1224,0.31843149893940065
1225,0.31843149893940065
1226,0.31843149893940065
1227,0.31843149893940065
1228,0.31843149893940065
1229,0.31843149893940065
1230,0.31843149893940065
1231,0.31843149893940065
1232,0.31843149893940065
1233,0.31843149893940065
1234,0.31843149893940065
1235,0.31843149893940065
1236,0.31843149893940065
1237,0.31843149893940065
1238,0.31843149893940065
1239,0.31843149893940065
1240,0.31843149893940065
1241,0.31843149893940065
1242,0.31843149893940065
1243,0.31843149893940065
1244,0.31843149893940065
1245,0.31843149893940065
1246,0.31843149893940065
1247,0.31843149893940065
1248,0.31843149893940065
1249,0.31843149893940065
